Name,Category,Subcategory,Categories,Description,Long Description,Tags,Owner Name,Address,Phone,Email,Website,Message Link,Image URL,Featured,Hours,Hours Location Name,Specials,Specials Image URL,Profile Enabled,Owner Email,License Number,Facebook,Instagram,TikTok,YouTube,LinkedIn,Twitter,Pinterest,Additional Locations,Business ID
Local Paws,pet-services,Pet Care,,"Local Paws Redmond is a community-driven resource dedicated to connecting pet owners with trusted local services, resources, and information right here in Redmond. From grooming and training to pet care tips and local pet-friendly spots, Local Paws helps make life with your pets easier and more enjoyable.

Focused on supporting local businesses and building a strong pet-loving community, Local Paws Redmond highlights the people and places that care for your four-legged family members.

Whether you're looking for a reliable service or just want to explore more pet-friendly options around town, Local Paws Redmond is a go-to guide for pet owners in the area.",,Pet Friendly,,"435 Evergreen Ave., Redmond, OR 97756",541-604-8990,,https://localpawsredmond.com,,https://cdn.etailpet.com/media/localpawsredmond/logos/PAWS_22.png,No,Mon - Sat 9:00 am - 7:00 pm   Sun 10:00 am - 5:00 pm,,,,Yes,,,,,,,,,,,6a1263bba8354547c432cb58
Infinity Heating & Cooling,home-services,Contractors,,"Full-service heating and cooling company, servicing all of Central Oregon",,HVAC; Locally Owned; Holli's Pick,,"Redmond, OR 97756",541-279-8746,,,,https://assets.cdn.filesafe.space/bSVzQa4vXOQIymm0xMWH/media/6a122b82b3e0c02fe7d500ab.png,No,,,,,Yes,,,https://www.facebook.com/infinityheatnair,,,,,,,[],6a122bdc20202a2f33db4739
Dylan's Mexican Food,food-drink,,,"A true Redmond staple, Dylan's Mexican Food is a locally owned gem that embodies the spirit of authentic Mexican cuisine served up by the Ramos family. With a versatile menu that includes traditional plates, tacos, salads, burritos, and of course, a local favorite, quesabirria tacos served with fresh-made consomé, Dylan's Mexican Food has something for everyone in the family!",,Food Trucks; Outdoor Seating; Dog Friendly; Family Friendly; Takeout Available,,Dry Canyon Club,,,https://l.facebook.com/l.php?u=http%3A%2F%2Fdylansmexicanfood.online%2F%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBExd0JQakViZFJrcVVWUFhXOXNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR7qoLRb9AVZoGJpm1tQ3TAUdbFMb5PAogWUqCFnKrNVfQvRnLylciN7kCjduw_aem_2hf-FZHTsqI6e22lJRe1FQ&h=AUDK4UufGbu9L0dfqjGPPkZUinvtauFzMXzCdXrGLaNbDNSCn6UCyAf4UKVSkZ0yG1RLpg4wKyUYwkfI4q4pJj0HnVOFCdvacQJIIj39lX6515WC5lfVoI0hRvIPwYtNI87lK76QDQ,,https://lirp.cdn-website.com/685882cb/dms3rep/multi/opt/The+Landing-1920w.jpg,No,Every Day 11 am - 9 pm,,,,Yes,,,https://www.facebook.com/profile.php?id=100086193183455,,,,,,,,6a1228cb201bcb5c02cc1a9c
Fusion City Grill,food-drink,Food Trucks,,"Philly Cheesesteaks, Gyros, Burgers, and some of the best fried sides offered on this side of the Mississippi like their hand-cut and breaded onion rings and jalapeño poppers, Fusion City Grill has something for everyone and will keep you coming back for more!",,Food Trucks; Outdoor Seating; Family Friendly; Dog Friendly; Takeout Available,,Dry Canyon Club,,,,,https://lirp.cdn-website.com/685882cb/dms3rep/multi/opt/6180998772333549237-1920w.JPG,No,Every Day 11 am - 9 pm,,,,Yes,,,,,,,,,,,6a122896d644a18f1e4383b3
North Fresh Sushi,food-drink,Food Trucks,,"North Fresh Sushi is a local fave with fresh fish prepped daily from the Island of Oahu to the shores of Japan. They offer fresh Sashimi & Nigiri, Poke Bowls, and of course, amazing rolls!",,Food Trucks; Outdoor Seating; Family Friendly; Dog Friendly; Takeout Available,,Dry Canyon Club,,,https://www.northfresh.co/,,https://irp.cdn-website.com/685882cb/dms3rep/multi/62297812ff0915105f2604be_NF_Logo.svg,No,Wed - Mon 11 am - 8 pm - Closed Tuesday,,,,Yes,,,,,,,,,,,6a1228491b5fed78f98b3316
Bread & Bunny,food-drink,Food Trucks,,"Elevated Sandwiches

Freshly Curated Salads

Seasonal Soups

& Craft Beverages, Chips & Treats",,Food Trucks; Outdoor Seating; Family Friendly; Dog Friendly; Takeout Available,,Dry Canyon Club,,,,,https://lirp.cdn-website.com/685882cb/dms3rep/multi/opt/IMG_8280-1920w.JPEG,No,Thurs - Mon 11 am - 8 pm,,,,Yes,,,,,,,,,,,6a1227f5eb1cb2e93e7b3b50
P!ZZA,food-drink,Food Trucks,,"Peace. Love. Pepperoni. Three simple words that describe Central Oregon's BEST wood-fired pizza that's available at Dry Canyon Club. Enjoy fresh, local ingredients on hand-tossed pizza, salads, & Cannoli's.",,Food Trucks; Outdoor Seating; Family Friendly; Dog Friendly; Takeout Available,,Dry Canyon Club,,,,,https://lirp.cdn-website.com/685882cb/dms3rep/multi/opt/P%21ZZA+logo-1920w.webp,No,Tues - Sun 11 am - 9 pm (or sold out),,,,Yes,,,,,,,,,,,6a1227c0d12afb21b0deecb3
Tite Knot Craft Coffee,food-drink,Coffee Shops,,"Handcrafted coffee and baked goods, served fresh in the heart of Oregon. Stop by the Tite Knot for your specialty coffee, on sit hand crafted bakery and cozy vibes.

4 Locations in Redmond",,Outdoor Seating; Family Friendly; Locally Owned; Small Batch; Handcrafted; Single Origin; Coffee Kiosk; Walk-Up Window; Sandwiches; Food Trucks,,"706 SW 10th St., Redmond, OR 97756",541-526-5568,lauri@titeknot.com,https://www.titeknot.com/,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/f2d99eb72_TiteKnot.png,No,,Redmond Main Location,,,Yes,,,https://www.facebook.com/lauri.titeknot/,@titeknot_redmond,,,,,,"[{""hours"":"""",""label"":""Central Bakery"",""address"":""950 SW Veterans Way, Redmond, OR 97756"",""city"":""Redmond"",""phone"":""541-527-1353""},{""hours"":"""",""label"":""Dry Canyon Club"",""address"":""1865 NW Hemlock Ave., Redmond, OR 97756"",""city"":""Redmond"",""phone"":""""},{""hours"":"""",""label"":""Southside Drive Through"",""address"":""4297 SW Canal Blvd., Redmond, OR 97756"",""city"":""Redmond"",""phone"":""""}]",6a12272d335f008ee78edb08
Dry Canyon Club,bars-breweries,Tap Houses,,"Wide range of craft beverages with 24 rotating taps in beer, wine, cider, and seltzers paired with a line up of food trucks. Family and dog-friendly environment.",,Live Music; Family Friendly; Dog Friendly,,"1865 NW Hemlock Ave., Redmond, OR 97756",541-550-9340,,https://www.drycanyonclub.com/,,https://lirp.cdn-website.com/685882cb/dms3rep/multi/opt/77e0c247-8582-41eb-94af-4120f8e73f63-1920w.png,No,Mon - Fri 11 am - 9 pm    Sat 10 am - 10 pm  Sun 10 am - 9 pm,,,,Yes,,,,,,,,,,,6a12268ea1f443a651d79bf9
Blacksmith Public House,bars-breweries,Tap Houses,,Food trucks in a comfortable atmosphere with weekly events. Indoor stage for live music.,,Live Music; Outdoor Seating; Food Trucks; Dog Friendly; Family Friendly,,"308 SW Evergreen Ave., Redmond, OR 97756",541-604-8878,,https://www.blacksmithpublichouse.com/,,https://cdn.prod.website-files.com/6670fdc680f8dda286e39202/6670fdc680f8dda286e39251_blacksmith-house-logo-black.svg,No,Sun - Thurs 11 am - 9 pm / Fri - Sat 11 am - 10 pm,,,,Yes,,,,,,,,,,,6a12255a93d8a5e4ac195a79
Beyond the Vine Wine Bar,bars-breweries,Wine Bars,,Casual wine bar featuring glasses and flights along with a patio and focaccia.,,Wine Bar,,541-610-3390,541-610-3390,,https://www.btvredmond.com/,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/ea57566a9_BeyondTheVine.jpg,No,Tue-Thur 3 pm - 8 pm / Fri-Sat 2 pm - 9 pm / Sun-Mon Closed,,,,Yes,,,,,,,,,,,6a1224a03b8605af11f1a2f5
Bacon Bar N Brunch,food-drink,Restaurants,,"Redmond’s new destination for brunch and breakfast with indoor and patio dining.
At bacon Bar N Brunch we are firing up outrageous house bacons, playful brunch plates, and breakfast classics along with lattes, mimosas and craft cocktails.

Experience brunch the way it should be—outdoors, under the trees 🌿🥓

Kick back on our shaded patio, where 100-year-old trees filter in that perfect Central Oregon sunshine. We’re serving up organic egg dishes cooked in real butter, plus mimosas and Aperol spritzes that pair just right with a slow morning.

Bonus: plenty of parking out back + your own private entrance—because brunch should be easy.",,,,"614 NW Cedar Ave, Redmond, OR 97756",,,https://baconbnb.com/,,https://baconbnb.com/baconlogo.png,No,7am-2pm Tuesday through Sunday,,,,Yes,,,,,,,,,,,6a12238ef37acd50678c0473
Axel's Taco Shop,food-drink,Restaurants,,Casual Mexican comfort food including breakfast burritos.,,Family Friendly; Takeout Available,,"655 NW Greenwood Ave, Redmond, OR 97756",541-527-4757,,axelstacoshop.com,,"https://static.wixstatic.com/media/50d06c_455aae30e27848b8886e5968736a0aaf~mv2.png/v1/fill/w_300,h_300,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Official%20Logo%20-%20Axel's%20Taco%20Shop%20(Darker%20Green%20-%20Shadow%20-%20Transparent).png",No,7am - 12am,,,,Yes,,,,,,,,,,,6a122305b2fd7c5bcaa64e3c
5 Below Steakhouse & Breakfast Nook,food-drink,Restaurants,food-drink,"Traditional American comfort food such as breakfast, omelettes, and chicken fried steak served in a casual setting.",,breakfast; dinner; bar; Family Friendly; Date Night; Takeout Available,,"325 NW 5th St, Redmond, OR 97756",541-923-2213,,https://www.5belowsteakhouse.com/,,https://www.5belowsteakhouse.com/wp-content/uploads/2025/04/logo.png,No,"Breakfast 7am - 2pm, Lunch 11am - 9pm, Dinner 4pm - 9pm Full bar 7am - 9pm",,,,Yes,,,,,,,,,,,6a122280655f6334c13ea3f2
Burger Wild - All American,food-drink,Food Trucks,,Burger Foodtruck located at Wild Ride Brewery,,Food Trucks; Outdoor Seating; Family Friendly; Dog Friendly; Takeout Available,,,,,,,"https://static.wixstatic.com/media/7f7812_3cfe5f5e238e4aa8a06d53e83ff2f2de~mv2.png/v1/fill/w_245,h_216,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/BurgerWild-Logo%20(1).png",No,11:00 AM - 10:00 PM (Closed Monday & Tuesday),,,,Yes,,,,,,,,,,,6a1221b79dc7332c07fb424c
Slice Pizza Company,food-drink,Food Trucks,,Pizza Food Truck located at Wild Ride Brewery,,Pizza; Foodtruck; Food Trucks; Outdoor Seating; Family Friendly; Dog Friendly; Takeout Available,,Wild Ride Brewery,541-678-1108,,,,"https://static.wixstatic.com/media/7f7812_cd2c764a7598439ab50a18024d4914cc~mv2.png/v1/crop/x_0,y_153,w_4500,h_4194/fill/w_250,h_233,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/SlicePizzaCo__Logos_Finals_Whole_Pizza%20Outlined.png",No,11:00 AM - 10:00 PM (Closed Tuesday),,,,Yes,,,,,,,,,,,6a122173f37acd50678c0402
Wild Catch,food-drink,Food Trucks,,"Wild Catch provides English style fish and chips, beer battered shrimp basket, and a variety of wings.
Currently located at Wild Ride Brewery",,Fish&Chips; Wings; Foodtruck; Food Trucks; Outdoor Seating; Family Friendly; Dog Friendly; Takeout Available,,"335 SW 5th St, Redmond, OR 97756",541-480-1677,,https://shredtownfoodtruck.com/,,"https://static.wixstatic.com/media/7f7812_16addd59127e486084815fc98d968669~mv2_d_3000_1500_s_2.jpg/v1/crop/x_84,y_0,w_2832,h_1500/fill/w_321,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Wild%20Catch_Black_logo.jpg",No,"Mon, Wed, Thurs, Fri, Sat, Sun 11:00 AM- 10:00 PM, Tue 9:00 AM - 10:00 PM",,,,Yes,,,,,,,,,,,6a122113edf0d87ea804fd9e
General Duffy's Waterhole,bars-breweries,Tap Houses,,"General Duffy's is the Heart of Events in Redmond Oregon! We bring people together with live music, great food & drinks, & unforgettable events like our Summer Kickin' Concert Series. From Karaoke & Comedy Nights to our Saturday Market & Car Shows, we’re a Veteran-Owned business & the go-to spot for events in Redmond, Oregon. Grab a craft beer from The Waterhole & Taphouse, dig into delicious eats from our food trucks, or catch the game at The Annex Sports Bar with NFL Sunday Ticket and wings worth talking about. No matter the occasion, good times start here!",,Outdoor Seating; Live Music; Food Trucks; Dog Friendly; Locally Owned; Family Friendly,,"404 NW Forest Ave, Redmond, OR 97756",541-527-4345,,https://generalduffys.com/,,https://images.leadconnectorhq.com/image/f_webp/q_80/r_1200/u_https://assets.cdn.filesafe.space/3iUf4oFi59TSBxtvyvvi/media/67d1e79c3d1088c767e1c71a.png,No,Sunday - Saturday 11AM-8PM,,,,Yes,,,,,,,,,,,6a121b80201bcb5c02cc121b
Cascade Custom Creations,shopping,Specialty Shops,shopping,"Cascade Custom Creations is a locally owned Redmond business specializing in high-quality custom laser engraving and personalized products. From minimalist RFID-blocking wallets and metal business cards to engraved tumblers, mugs, and custom gifts, every piece is crafted with precision and attention to detail.

Whether you’re looking for a unique personal item, a meaningful gift, or branded products for your business, Cascade Custom Creations brings your ideas to life. They also offer engraving on customer-provided items, making it easy to create something truly one-of-a-kind.

Known for quality craftsmanship and a personal touch, Cascade Custom Creations is a go-to for custom work that stands out.",,Laser Engraving; RFID Metal Wallets; Custom Woodworking; Personalized Gifts; Locally Owned,,"765 NW 19th Place, Redmond, OR 97756",503-504-9960,David@CascadeCustomCreations.com,https://CascadeCustomCreations.com,,https://media.base44.com/images/public/6a05e41957c8ee753cb7380c/4a1303a1f_CCCNewLogo.png,Yes,By Appointment,,,,Yes,,,https://www.facebook.com/profile.php?id=61574213045206,@cascade.custom.creations,,@cascadecustomcreations,,,,,6a1216609bf94e9c6c06c355
"Redmond, OR Farmers Market",shopping,Markets,,"Weekly market featuring local artisans, fresh produce, handmade crafts, and live entertainment.
Centennial Park, Redmond, OR",,farmers market; local produce; crafts; artisan; weekly; Family Friendly; Parking Available,,"Downtown Redmond, OR",,,https://www.redmondoregonfarmersmarket.org/,,https://images.squarespace-cdn.com/content/v1/67b3ae2014a9e35ff06b4ec7/7b7b4315-31db-448d-852e-d8cf13db3c74/Untitled+design.png?format=1500w,No,Fridays 3PM-7PM May-August,,,,Yes,,,,,,,,,,,6a05e53157c8ee753cb73871
Diego's Spirited Kitchen,food-drink,Restaurants,,Modern Mexican cuisine with creative cocktails in a vibrant downtown atmosphere.,,mexican food; cocktails; downtown; dinner; Family Friendly; Takeout Available,,"447 SW 6th St, Redmond, OR",(541) 316-2002,,https://diegosspiritedkitchen.com/,,https://diegosspiritedkitchen.com/wp-content/uploads/2017/01/Diegos.png,No,Monday - Saturday 11AM - 10PM (Closed Sundays),,,,Yes,,,,,,,,,,,6a05e53157c8ee753cb73874
